CodigoEstacion,CodigoSensor,FechaObservacion,ValorObservado,NombreEstacion,Departamento,Municipio,ZonaHidrografica,Latitud,Longitud,DescripcionSensor,UnidadMedida
0021205509,0068,01/26/2022 02:30:00 AM,8.208,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 10:00:00 PM,7.786,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206600,0068,01/26/2022 06:00:00 PM,15.2,NUEVA GENERACION  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.782222222,-74.09433333,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:30:00 PM,8.87,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 06:30:00 PM,8.458,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 08:20:00 AM,10.6,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 05:10:00 AM,7.466,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 08:40:00 PM,8.232,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 03:20:00 AM,8.48,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 06:00:00 AM,7.588,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 04:20:00 PM,10.957,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 12:10:00 AM,7.826,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 11:10:00 AM,12.343,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 03:00:00 AM,13.4,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 05:50:00 AM,8.679,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 01:00:00 AM,9.056,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 03:00:00 PM,13.058,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 08:00:00 PM,9.555,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 04:40:00 AM,7.356,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 07:10:00 PM,8.257,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 04:20:00 AM,7.642,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 10:10:00 AM,11.555,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 12:10:00 AM,9.043,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205710,0068,01/26/2022 02:00:00 PM,21,JARDIN BOTANICO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.669333333,-74.10266667,Temp Aire 2 m,°C
0021206600,0068,01/26/2022 08:00:00 AM,14.8,NUEVA GENERACION  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.782222222,-74.09433333,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 04:50:00 PM,10.865,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 02:40:00 PM,13.476,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 05:00:00 PM,9.076,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 06:40:00 AM,7.778,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 05:20:00 AM,7.438,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:20:00 AM,13.533,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:10:00 PM,9.001,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 10:40:00 PM,7.569,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 08:50:00 PM,9.263,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205710,0068,01/26/2022 05:00:00 PM,14.7,JARDIN BOTANICO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.669333333,-74.10266667,Temp Aire 2 m,°C
0021205710,0068,01/26/2022 09:00:00 AM,17.6,JARDIN BOTANICO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.669333333,-74.10266667,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 02:40:00 PM,12.436,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 04:00:00 AM,8.072,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 03:00:00 AM,7.403,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 09:00:00 PM,13.9,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 06:20:00 PM,9.958,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205710,0068,01/26/2022 12:00:00 AM,12.4,JARDIN BOTANICO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.669333333,-74.10266667,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 02:50:00 AM,8.523,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 09:50:00 AM,10.918,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 06:00:00 AM,7.749,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 12:30:00 PM,13.893,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 12:00:00 AM,14,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 04:20:00 PM,9.871,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 08:40:00 PM,9.359,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 08:00:00 AM,9.724,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 06:00:00 PM,15.1,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 08:50:00 AM,11.102,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 06:30:00 PM,9.876,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 01:00:00 AM,7.71,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 05:00:00 PM,15.3,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 04:40:00 PM,11.035,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 09:00:00 AM,16.9,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:10:00 AM,13.572,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 03:00:00 AM,8.235,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 02:10:00 PM,13.119,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 01:10:00 AM,7.726,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 09:50:00 PM,9.098,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 09:40:00 PM,9.391,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 04:40:00 PM,10.726,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 10:20:00 PM,9.01,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021206600,0068,01/26/2022 07:00:00 PM,14.1,NUEVA GENERACION  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.782222222,-74.09433333,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:00:00 PM,8.945,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 02:50:00 AM,7.359,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 03:10:00 PM,13.542,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 11:30:00 AM,13.207,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 12:30:00 PM,14.56,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 09:50:00 PM,9.375,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 05:50:00 PM,8.911,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 10:50:00 PM,7.52,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 03:40:00 PM,12.13,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 11:10:00 PM,9.167,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 12:20:00 PM,13.442,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 10:10:00 PM,9.085,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 08:10:00 AM,10.351,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 11:40:00 AM,13.663,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 04:30:00 AM,7.305,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 11:10:00 AM,14.15,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 05:50:00 AM,7.099,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 02:30:00 AM,7.439,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 06:30:00 AM,8.358,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 12:10:00 PM,14.151,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 04:00:00 PM,16,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 03:50:00 AM,7.399,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 11:00:00 PM,13.9,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 09:20:00 AM,10.808,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 04:10:00 PM,10.253,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 05:00:00 AM,8.612,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 04:00:00 PM,11.545,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 08:20:00 PM,9.481,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:30:00 AM,13.877,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021206600,0068,01/26/2022 09:00:00 PM,13.6,NUEVA GENERACION  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.782222222,-74.09433333,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 09:30:00 AM,11.689,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 09:30:00 PM,7.721,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 08:20:00 PM,9.452,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 07:10:00 AM,7.899,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 04:20:00 PM,11.191,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 04:10:00 AM,7.291,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 04:40:00 AM,8.596,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 01:30:00 AM,8.746,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 05:40:00 AM,7.082,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 03:30:00 AM,7.396,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 10:50:00 AM,13.423,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 05:30:00 AM,7.496,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 11:40:00 PM,9.368,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 10:30:00 PM,9.065,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 10:10:00 AM,11.026,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 07:20:00 AM,9.068,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 09:30:00 AM,10.579,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 09:20:00 PM,9.526,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 12:40:00 PM,13.984,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 09:00:00 PM,9.369,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 03:10:00 AM,7.414,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 08:00:00 PM,14.4,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 07:20:00 PM,8.311,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 11:00:00 AM,12.885,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 10:00:00 AM,11.631,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 05:50:00 AM,7.556,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 03:30:00 PM,12.19,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 05:00:00 AM,13.1,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 11:00:00 AM,13.307,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 08:10:00 AM,9.994,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 07:40:00 PM,9.42,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 04:30:00 PM,10.785,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 03:40:00 AM,7.591,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 04:40:00 PM,9.37,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 06:30:00 AM,7.692,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 12:40:00 PM,12.867,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 11:40:00 AM,13.693,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 12:00:00 PM,20.1,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 01:30:00 AM,7.695,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 06:40:00 PM,9.758,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021206960,0068,01/26/2022 07:00:00 PM,15,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 02:50:00 PM,13.738,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 02:40:00 PM,13.704,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 05:20:00 PM,10.447,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 12:00:00 PM,13.651,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205710,0068,01/26/2022 03:00:00 PM,19.7,JARDIN BOTANICO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.669333333,-74.10266667,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 10:40:00 PM,8.924,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 01:20:00 AM,7.717,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0021205509,0068,01/26/2022 07:00:00 PM,9.833,EL DESTINO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.397,-74.628,Temp Aire 2 m,°C
0021205512,0068,01/26/2022 06:00:00 AM,8.74,EL SOCHE  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.469,-74.079,Temp Aire 2 m,°C
0021205710,0068,01/26/2022 02:00:00 AM,11,JARDIN BOTANICO  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.669333333,-74.10266667,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 06:20:00 PM,8.515,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
0035025502,0068,01/26/2022 08:50:00 PM,7.49,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
